ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,tbl_SamplingPeriods_Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_Season,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,ChannelType,SiteNumber,SampleLocation,tbl_ShinerRiparianCorridor_Season,RiparianCover_0to25_m,RiparianCover_26to50_m,RiparianCover_51to75_m,RiparianCover_76to100_m,RiparianCover_GT100_m,StreamBankErosionCover
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep10,2007,9/10/2007 0:00:00,9/10/2007 0:00:00,main,3,L,2007,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep10,2007,9/10/2007 0:00:00,9/10/2007 0:00:00,main,3,R,2007,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep08,2008,9/8/2008 0:00:00,9/8/2008 0:00:00,main,1,R,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep08,2008,9/8/2008 0:00:00,9/8/2008 0:00:00,main,2,L,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep08,2008,9/8/2008 0:00:00,9/8/2008 0:00:00,main,2,R,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep08,2008,9/8/2008 0:00:00,9/8/2008 0:00:00,main,3,L,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep08,2008,9/8/2008 0:00:00,9/8/2008 0:00:00,main,3,R,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep10,2009,9/10/2009 0:00:00,9/10/2009 0:00:00,main,1,L,2009,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep10,2009,9/10/2009 0:00:00,9/10/2009 0:00:00,main,2,L,2009,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep10,2009,9/10/2009 0:00:00,9/10/2009 0:00:00,main,3,L,2009,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Sep01,2015,9/1/2015 0:00:00,9/1/2015 0:00:00,main,2,L,2015,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Sep01,2015,9/1/2015 0:00:00,9/1/2015 0:00:00,main,3,L,2015,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big, formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Sep01,2015,9/1/2015 0:00:00,9/1/2015 0:00:00,main,3,R,2015,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,18,mainstem,Pasture Name: Big, formerly West Branch,Creek 18 - Middle,,Chase,,TAPRMID18,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct02,2002,10/2/2002 0:00:00,10/2/2002 0:00:00,main,1,L,2002,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,18,mainstem,Pasture Name: Big, formerly West Branch,Creek 18 - Middle,,Chase,,TAPRMID18,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct02,2002,10/2/2002 0:00:00,10/2/2002 0:00:00,main,1,R,2002,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,18,mainstem,Pasture Name: Big, formerly West Branch,Creek 18 - Middle,,Chase,,TAPRMID18,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct02,2002,10/2/2002 0:00:00,10/2/2002 0:00:00,main,2,L,2002,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,18,mainstem,Pasture Name: Big, formerly West Branch,Creek 18 - Middle,,Chase,,TAPRMID18,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct02,2002,10/2/2002 0:00:00,10/2/2002 0:00:00,main,2,R,2002,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,18,mainstem,Pasture Name: Big, formerly West Branch,Creek 18 - Middle,,Chase,,TAPRMID18,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct02,2002,10/2/2002 0:00:00,10/2/2002 0:00:00,main,3,L,2002,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,18,mainstem,Pasture Name: Big, formerly West Branch,Creek 18 - Middle,,Chase,,TAPRMID18,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct02,2002,10/2/2002 0:00:00,10/2/2002 0:00:00,main,3,R,2002,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,18,mainstem,Pasture Name: Big, formerly West Branch,Creek 18 - Middle,,Chase,,TAPRMID18,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct02,2002,10/2/2002 0:00:00,10/2/2002 0:00:00,main,4,L,2002,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,18,mainstem,Pasture Name: Big, formerly West Branch,Creek 18 - Middle,,Chase,,TAPRMID18,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct02,2002,10/2/2002 0:00:00,10/2/2002 0:00:00,main,4,R,2002,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,18,mainstem,Pasture Name: Big, formerly West Branch,Creek 18 - Middle,,Chase,,TAPRMID18,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct02,2002,10/2/2002 0:00:00,10/2/2002 0:00:00,main,5,L,2002,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,18,mainstem,Pasture Name: Big, formerly West Branch,Creek 18 - Middle,,Chase,,TAPRMID18,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct02,2002,10/2/2002 0:00:00,10/2/2002 0:00:00,main,5,R,2002,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Oct13,2001,10/13/2001 0:00:00,10/13/2001 0:00:00,main,1,L,2001,3,3,3,3,3,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Oct13,2001,10/13/2001 0:00:00,10/13/2001 0:00:00,main,1,R,2001,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Oct13,2001,10/13/2001 0:00:00,10/13/2001 0:00:00,main,2,L,2001,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Oct13,2001,10/13/2001 0:00:00,10/13/2001 0:00:00,main,2,R,2001,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Oct13,2001,10/13/2001 0:00:00,10/13/2001 0:00:00,main,3,L,2001,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Oct13,2001,10/13/2001 0:00:00,10/13/2001 0:00:00,main,3,R,2001,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Oct13,2001,10/13/2001 0:00:00,10/13/2001 0:00:00,main,4,L,2001,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Oct13,2001,10/13/2001 0:00:00,10/13/2001 0:00:00,main,4,R,2001,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Oct13,2001,10/13/2001 0:00:00,10/13/2001 0:00:00,main,5,L,2001,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Oct13,2001,10/13/2001 0:00:00,10/13/2001 0:00:00,main,5,R,2001,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct05,2002,10/5/2002 0:00:00,10/5/2002 0:00:00,main,1,L,2002,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct05,2002,10/5/2002 0:00:00,10/5/2002 0:00:00,main,1,R,2002,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct05,2002,10/5/2002 0:00:00,10/5/2002 0:00:00,main,2,L,2002,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct05,2002,10/5/2002 0:00:00,10/5/2002 0:00:00,main,2,R,2002,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct05,2002,10/5/2002 0:00:00,10/5/2002 0:00:00,main,3,L,2002,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct05,2002,10/5/2002 0:00:00,10/5/2002 0:00:00,main,3,R,2002,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct05,2002,10/5/2002 0:00:00,10/5/2002 0:00:00,main,4,L,2002,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct05,2002,10/5/2002 0:00:00,10/5/2002 0:00:00,main,4,R,2002,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct05,2002,10/5/2002 0:00:00,10/5/2002 0:00:00,main,5,L,2002,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct05,2002,10/5/2002 0:00:00,10/5/2002 0:00:00,main,5,R,2002,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,2003,10/9/2003 0:00:00,10/9/2003 0:00:00,main,1,L,2003,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,2003,10/9/2003 0:00:00,10/9/2003 0:00:00,main,1,R,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,2003,10/9/2003 0:00:00,10/9/2003 0:00:00,main,2,L,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,2003,10/9/2003 0:00:00,10/9/2003 0:00:00,main,2,R,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,2003,10/9/2003 0:00:00,10/9/2003 0:00:00,main,3,L,2003,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,2003,10/9/2003 0:00:00,10/9/2003 0:00:00,main,3,R,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,2003,10/9/2003 0:00:00,10/9/2003 0:00:00,main,4,L,2003,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,2003,10/9/2003 0:00:00,10/9/2003 0:00:00,main,4,R,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,2003,10/9/2003 0:00:00,10/9/2003 0:00:00,main,5,L,2003,3,3,3,3,3,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,2003,10/9/2003 0:00:00,10/9/2003 0:00:00,main,5,R,2003,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct05,2004,10/5/2004 0:00:00,10/5/2004 0:00:00,main,1,L,2004,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct05,2004,10/5/2004 0:00:00,10/5/2004 0:00:00,main,1,R,2004,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct05,2004,10/5/2004 0:00:00,10/5/2004 0:00:00,main,2,L,2004,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct05,2004,10/5/2004 0:00:00,10/5/2004 0:00:00,main,2,R,2004,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct05,2004,10/5/2004 0:00:00,10/5/2004 0:00:00,main,3,L,2004,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct05,2004,10/5/2004 0:00:00,10/5/2004 0:00:00,main,3,R,2004,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct05,2004,10/5/2004 0:00:00,10/5/2004 0:00:00,main,4,L,2004,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct05,2004,10/5/2004 0:00:00,10/5/2004 0:00:00,main,4,R,2004,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct05,2004,10/5/2004 0:00:00,10/5/2004 0:00:00,main,5,L,2004,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct05,2004,10/5/2004 0:00:00,10/5/2004 0:00:00,main,5,R,2004,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct04,2005,10/4/2005 0:00:00,10/4/2005 0:00:00,main,1,L,2005,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct04,2005,10/4/2005 0:00:00,10/4/2005 0:00:00,main,1,R,2005,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct04,2005,10/4/2005 0:00:00,10/4/2005 0:00:00,main,2,L,2005,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct04,2005,10/4/2005 0:00:00,10/4/2005 0:00:00,main,2,R,2005,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct04,2005,10/4/2005 0:00:00,10/4/2005 0:00:00,main,3,L,2005,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct04,2005,10/4/2005 0:00:00,10/4/2005 0:00:00,main,3,R,2005,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct04,2005,10/4/2005 0:00:00,10/4/2005 0:00:00,main,4,L,2005,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big, formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct04,2005,10/4/2005 0:00:00,10/4/2005 0:00:00,main,4,R,2005,3,3,3,3,3,2
